seen_today,last_seen,freq_7,freq_30,avg_gap,burstiness,exp_today,exp_7,exp_14,exp_30,weibull_today,weibull_7,weibull_14,weibull_30,logistic_today,logistic_7,logistic_14,logistic_30,gbt_today,gbt_7,gbt_14,gbt_30
0,62.0,0.0,0.0,1.75,-0.3570329719743264,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,2.0876000927927407e-10,1.899441159913806e-08,9.47170256671015e-08,5.542253529444707e-07,0.0037340061844067284,0.0037340061844067284,0.0019776979224656083,0.027307775407477104,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,10.0,0.0,1.0,507.0,0.0,0.0327838995179941,0.20811043366321835,0.37291091472694393,0.6321205588285577,4.51868584772086e-08,4.111400357387218e-06,2.0501631944669363e-05,0.00011995691038313439,0.10976016278585567,0.10976016278585567,0.4537756269586579,0.9124952064536961,1.2468595805475465e-05,1.2468595805475465e-05,0.9999740641249462,0.9999816962296509
0,63.0,0.0,0.0,16.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,1.8438128801534504e-10,1.6776268374485426e-08,8.36560918315854e-08,4.8950363418232e-07,0.0026991976553868793,0.0026991976553868793,0.0017218431896507676,0.02167670184993272,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,118.0,0.0,0.0,1.5,-0.5,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,1.1102230246251565e-16,8.770761894538737e-15,4.374278717023117e-14,2.560174294785611e-13,0.00010924777993060341,0.00010924777993060341,2.80520043020904e-06,3.856389348533021e-05,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,129.0,0.0,0.0,507.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,0.0,0.0,0.0,0.0,5.0966487624975086e-05,5.0966487624975086e-05,6.053137527489501e-07,5.346138917339171e-06,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,23.0,0.0,4.0,2.7209302325581395,0.04068942377782889,0.12482668095705252,0.6067592791314018,0.8453617354507452,0.9816843611112658,2.0269323496302505e-05,0.0018425604494908265,0.009154379433081505,0.05239019216906082,0.041028621382199704,0.041028621382199704,0.2779989282664942,0.9236330333338165,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,0.9999816962296509
0,65.0,0.0,0.0,507.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,2.4202861936828413e-14,2.205124971510486e-12,1.0995759858190013e-11,6.434053290149677e-11,0.0032666963441869167,0.0032666963441869167,0.0010981350284496847,0.010355823720389592,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,49.0,0.0,0.0,37.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,4.7555336335491916e-09,4.326908089602455e-07,2.157642649214253e-06,1.2625124853560266e-05,0.006776046170407032,0.006776046170407032,0.008746936409099407,0.1021483873951349,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,41.0,0.0,0.0,24.75,-0.41800799227627267,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,2.9657935773919064e-08,2.6984777728999987e-06,1.3456085302232523e-05,7.873412270686941e-05,0.015379646348630418,0.015379646348630418,0.02255597110009184,0.25118201481925834,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,85.0,0.0,0.0,1.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,8.195666367782906e-13,7.457201522953483e-11,3.7185887702406717e-10,2.1758884694023095e-09,0.000640159423209419,0.000640159423209419,0.000131587826586453,0.0016599345523185694,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
